Clapeyron Database File
Twu like parameters
species,DIPPR Number,L,M,N,source
3-methyloctane,,0.700671,0.945738498,1.387749907,
isobutyl acetate~|~2-methylpropyl ethanoate~|~aceticacid-2-methylpropylester,,1.210165,0.999986588,0.795146371,
"1,3-pentadiene~|~(z)-1,3-pentadiene~|~cis-1,3-pentadiene",,0.291417,0.827017925,1.74918911,
"pentanedioic acid, dipropyl ester",,1.094105,0.897869497,1.340630206,
"1,2,4,5-tetramethylbenzene",,1.25377,0.988348403,0.751762202,
vinyl acetate,,0.18873,0.832780491,2.848925225,
ch3i~|~iodomethane~|~methyl iodide,,1.064483,0.99978808,0.52886974,
"1,1,1,2,4,4,4-heptafluoro-2-trifluoromethoxybutane",,0.395733,0.74894965,1.848939607,
diethyl methylmalonate~|~diethyl methylpropanedioate,,0.336378,0.825415965,2.995639297,
1-bromobutane~|~butyl bromide,,1.235688,0.999948929,0.601718464,
perfluoroundecanoic acid,,0.245173,0.772437904,4.221798783,
2-methyl-1-hexene,,0.812992,0.999654505,1.000309681,
"2 3-dichloropropene~|~2,3-dichloropropene~|~2,3-dichloro-1-propene",,0.253567,0.859637894,2.395822196,
"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",,0.305744,0.828210412,1.754254628,
"2,2,3,3,4,4,5,5-octafluoro-1-pentanol",,0.878602,0.939771689,1.450767414,
"spiro[bicyclo[2.2.1]heptane-7,2'-[1,3]dioxolane]",,0.768795,0.864463609,1.143938261,
iodobenzene,,0.299625,0.836778506,1.839529593,
methyl-2-cyanoacrylate,,0.578067,0.766034382,1.296375824,
"6,11-diamylhexadecane",,1.800444,0.971769729,0.839713634,
11-decyldocosane,,1.84087,0.976876401,1.065697431,
"5-ethyl-m-xylene~|~1-ethyl-3,5-dimethylbenzene",,1.047205,0.999997347,0.940743891,
"1,1,1,2,3,3-hexafluoro-3-(2,2,3,3-tetrafluoropropoxy)propane",,0.194392,0.808063056,3.391742153,
1-cyclohexyl-3-cyclopentylpropane,,1.759077,0.99934092,0.558982411,
isoamyl formate~|~3-methylbutyl methanoate,,0.283266,0.84568818,2.619547741,
o-chlorotoluene~|~2-chlorotoluene~|~1-chloro-2-methylbenzene,,0.434506,0.817686378,1.51740184,
3-(ethylthio)-1-propene,,0.606016,0.919573495,1.707160975,
"tricyclo[3.3.0.0(2,6)]octane",,0.557577,0.923695561,1.669339125,
"2,3,3-trimethylpentane",,0.216611,0.828208071,2.240244912,
3-chloro-4-methylaniline,,1.06186,0.999547846,0.90066476,
"2,2-dimethyl-1,3-dioxolane",,0.0,0.270161508,0.89511966,
1-heptene,,0.904563,0.874293876,0.90228129,
"trans-1,2-dimethylcyclopentane~|~1,trans-2-dimethylcyclopentane",,1.309465,0.96557493,0.539929759,
"1,2,3,4-tetrachlorobenzene",,0.875568,0.974534772,1.143375878,
dichloromethylsilane~|~methyl dichlorosilane,,0.519458,0.923642456,1.669786706,
isoamylacetate~|~isopentyl acetate~|~3-methylbutyl ethanoate,,0.28147,0.833089435,2.753319866,
1-methoxypropane~|~methylpropyl ether~|~methyl-n-propylether~|~methyl n-propyl ether,,1.27651,0.999996186,0.5734487,
cyclohexylamine,,0.212337,0.846533499,2.605655391,
styrene,,0.605369,0.810110954,1.139279973,
trichlorophosphine~|~phosphorus trichloride~|~phosphorous trichloride,,0.158036,0.859570159,2.375797706,
(1-methylbutyl)benzene,,0.822949,0.970835479,1.172866014,
1-undecylnaphthalene,,1.565877,0.973837001,0.792944976,
1-chloro-4-fluorobenzene,,0.0,0.29404821,0.797382674,
"gamma-nonalactone~|~2(3h)-furanone, dihydro-5-pentyl-",,1.273937,0.952638242,0.83873496,
"1,1'-(1-undecenylidene)bisnaphthalene",,1.928148,0.999674456,0.794917379,
"n,n-dimethylacetamide~|~n,n-dimethylethanamide",,0.230017,0.8381783,2.74310012,
isobutyl chloride~|~1-chloro-2-methylpropane~|~1-chloro-2-methyl-propane,,0.518246,0.923710128,1.669102602,
"2-hexadecyl-1,1'-bicyclopentyl",,1.745365,0.999392875,0.938156266,
"pentane, 2-propoxy-2,4,4-trimethyl-",,1.075578,0.801085475,0.809630897,
"1,2-fluoroiodobenzene",,0.641687,0.833566313,1.160593807,
"1,9-diaminononane",,0.584145,0.761966928,1.700812218,
perfluorotoluene~|~octafluorotoluene,,0.186038,0.819035285,3.13180371,
"m-diethylbenzene~|~1,3-diethylbenzene",,0.617497,0.821615428,1.341954896,
methyl chloroacetate~|~methyl chloroethanoate~|~chloroaceticacidmethylester,,1.511559,0.888857991,0.570376724,
ethylsuccinate~|~diethyl succinate~|~diethyl butanedioate,,0.843859,0.831885055,1.413629526,
7-hexyltridecane,,1.740009,0.724516432,0.739943511,
"4-(1,1-dimethylethyl)-1,1'-biphenyl",,0.255712,0.827183494,2.959609131,
"1,2,4-trimethylbenzene",,0.539566,0.824503078,1.445368074,
2-iso-butoxybenzoic acid,,1.217586,0.894988595,1.286009146,
cycloheptanone,,0.96648,0.910584506,0.854288353,
"2,6-dimethylpyridine",,0.53954,0.811390234,1.358291866,
ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,,1.358295,0.999779607,0.541436404,
2-tridecanone,,1.615292,0.999881993,0.742731339,
rc318~|~perfluorocyclobutane~|~octafluorocyclobutane,,0.672649,0.816002533,1.164451984,
"2-methylbutanoic acid 1,2-ethanediyl ester",,0.892734,0.912132091,1.778002523,
dibutyl pentanedioate,,1.205148,0.949608169,1.349086257,
1-pentyl-1h-benzimidazole,,0.926317,0.894018855,1.116371134,
1-hexanethiol~|~hexyl mercaptan~|~n-hexyl mercaptan,,0.688577,0.811828226,1.13051046,
(dihexylmethyl)cyclohexane,,1.661317,0.999057071,0.795955392,
ethane,,0.493862,0.883978865,0.922381904,
trichloroacetyl chloride,,0.188231,0.851349923,2.527779117,
11-decylhenicosane,,1.738326,0.940827072,1.01800867,
1-chloroundecane,,0.445455,0.829745861,2.396689438,
iodocyclohexane,,0.63126,0.916631026,1.734815053,
mea~|~ethanolamine~|~monoethanolamine~|~2-aminoethan-1-ol,,1.343195,0.999999405,0.839152688,
1-chloro-2-fluorobenzene,,2.341914,0.882864941,0.291271862,
"2-methyl-1,2-propanediamine",,2.190294,0.829713281,0.358280179,
"1-undecanol, formate",,0.718006,0.87519379,2.189124933,
2-chloroethyl chloroacetate,,1.311435,0.999781558,0.738942735,
2-chloropropane~|~isopropyl chloride,,1.025014,0.998845774,0.665830801,
"2-pentanone, 3-ethyl-",,0.880486,0.846571968,0.919000611,
2-methylcyclohexanone,,0.16334,0.83522739,2.783895767,
"(e)-1,3-pentadiene~|~trans-1,3-pentadiene",,0.737723,0.83719579,0.873423187,
trans-decahydroquinoline,,0.406548,0.879690409,2.132677702,
1-hexylimidazole,,1.947352,0.402055884,0.461417305,
2-pinene~|~alpha-pinene~|~.alpha.-pinene,,1.098595,0.910846011,0.708689556,
"1,1,1,2,3,3-hexafluoro-3-(2,2,3,3,3-pentafluoropropoxy)propane",,1.516138,0.999852642,0.751941837,
"2,3,6-trimethylphenol",,0.656329,0.918623657,1.716073949,
"2,2-dimethyltetrahydrofuran",,0.444203,0.923071017,1.67449851,
1-bromo-4-iodobenzene,,0.609606,0.825506233,1.156820486,
1-decyl-2-methyl-1h-imidazole,,1.022983,0.783400499,0.98827037,
2-thiapropane~|~dimethylsulfide,,0.607489,0.829516807,0.923125567,
"dimethylallene~|~3-methyl-1,2-butadiene",,0.824493,0.871211182,0.783880604,
"2-ethyl-p-xylene~|~2-ethyl-1,4-dimethylbenzene~|~1-ethyl-2,5-dimethylbenzene",,0.684666,0.874680942,1.336730769,
3-picoline~|~3-methylpyridine,,0.407157,0.814347134,1.505652696,
1-bromo-4-chlorobenzene,,0.485072,0.903479426,1.864304091,
diethyl ether,,1.273318,0.9999976,0.581148623,
formylmorpholine~|~n-formylmorpholine,,0.212321,0.836389651,2.782135987,
methylpropionate~|~methyl propanoate,,0.362992,0.7926516,1.707711551,
2-methylheptadecane,,1.050757,0.93529118,1.506365736,
"1,3-benzodiazine",,0.388102,0.875760642,2.181905906,
3-ethylstyrene~|~m-ethylstyrene~|~1-ethyl-3-vinylbenzene~|~1-ethenyl-3-ethylbenzene,,1.056267,0.999822898,0.893433791,
"1-(1,1-dimethylethyl)-3-methylbenzene",,1.286716,0.999867916,0.67316522,
amyl formate~|~pentyl formate~|~pentyl methanoate~|~formicacidpentylester,,0.512155,0.878269777,2.150277079,
"pentafluorophenol~|~2,3,4,5,6-pentafluorophenol",,0.167856,0.811733389,3.299898551,
cyclohexene,,1.218911,0.989340082,0.534365163,
"pyrimidine~|~1,3-diazabenzene",,1.493718,0.999964441,0.499776461,
tridecylbenzene~|~n-tridecylbenzene~|~1-phenyltridecane,,0.383956,0.818945864,3.133706852,
n-methylindoline,,0.979402,0.943172038,1.248203107,
"4-thiaheptane~|~dipropyl sulfide~|~di-n-propyl sulfide~|~1,1'-thiobispropane",,1.056378,0.889699636,0.812790992,
"methyl 2,2-dimethylpropanoate",,0.561198,0.789168887,1.244276737,
2-hexadecanol,,0.241099,0.791025198,3.873215512,
1-(2-methoxyethyl)-1h-benzimidazole,,0.821964,0.644720135,0.991989789,
1-fluoro-2-methylbenzene,,1.18836,0.999994303,0.62962538,
"1,5,5-trihydrooctafluoropentanol",,0.621017,0.888945812,2.022775537,
"butyl benzoate~|~n-butyl benzoate~|~benzoicacidbutylester~|~benzoic acid, butyl ester",,0.920706,0.755968966,1.100303917,
iodoethane~|~ethyl iodide,,1.186036,0.999989568,0.520202333,
"3-(tert-butyl)benzene-1,2-diol",,0.822385,0.923131169,1.674463997,
ethyl propyl ether,,0.232638,0.850367516,2.543271137,
"1,2,3-tribromopropane",,1.048204,0.999993846,0.862422515,
tetrafluoroethene~|~tetrafluoroethylene,,0.371702,0.812885186,1.396004617,
"2-methyl-1,5-pentanediamine",,0.254395,0.821234463,3.083535277,
propoxybenzene~|~phenyl propyl ether,,0.526289,0.822857222,1.548419219,
biphenyl,,0.27465,0.826431923,2.478415185,
"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",,0.566325,0.828689228,1.126092535,
p-fluorobromobenzene~|~1-bromo-4-fluorobenzene,,1.013218,0.999976325,0.787882842,
"decanoic acid, 1-methylethyl ester",,0.94195,0.933823653,1.524267618,
ch2cl2~|~dichloromethane,,1.100249,0.930875995,0.598291976,
(z)-2-hexene~|~cis-2-hexene,,0.407326,0.818551831,1.529911566,
1-aminoheptadecane,,0.412662,0.816057682,3.199211376,
"dimethylmalonate~|~dimethyl 1,3-propanedioate",,1.087201,0.887913444,1.033156006,
naphthalene,,0.621952,0.815764905,1.120808594,
amyl propionate~|~amyl propioanate,,0.638819,0.82043047,1.616647774,
2-methyl-2-hexene,,0.731889,0.956047435,1.285609529,
1-chloro-3-ethylbenzene,,0.58649,0.923324169,1.67268041,
sulfuryl difluoride,,1.149895,0.999973579,0.642377047,
1-chloro-2-iodobenzene,,0.851374,0.932944089,1.068636332,
1-methylethyl methanoate,,0.0,0.249231936,0.757743055,
2-methylenebutanal,,0.786716,0.939178346,1.218811831,
glycol monoacetate~|~2-hydroxyethyl acetate,,0.292312,0.820118286,3.107925747,
spiro[4.4]nonane,,1.294168,0.999834241,0.563731205,
3-pentanone~|~pentan-3-one~|~diethylketone,,0.209779,0.842088302,2.674645012,
1-propylimidazole,,1.294528,0.000514724,0.498852715,
"2,3-pentadiene",,1.07028,0.906426223,0.662877282,
"1,3-di-tert-butylbenzene",,1.328588,0.998397836,0.737605322,
3-heptene~|~trans-3-heptene,,0.556633,0.929921402,1.57393282,
"2,2,4,6,6-pentamethylheptane",,1.34295,0.999960212,0.691285335,
thiacyclobutane~|~trimethylene sulfide,,0.785712,0.876342377,0.776890754,
"2-chloro-1,3-dimethylbenzene",,0.322668,0.861014413,2.381748275,
"(z)-4,4-dimethyl-2-pentene~|~cis-4,4-dimethyl-2-pentene",,1.198894,0.954376259,0.594321981,
chloroacetyl chloride,,0.222079,0.819410487,3.052362244,
"1,3-dibutoxy-5-methylbenzene",,2.559051,0.895676079,0.456228448,
2-{[2-(dimethylamino)ethyl](methyl)amino}ethanol,,2.52904,0.881359349,0.367624339,
"1,2,2,3-tetrafluoro-1-propanol",,0.22246,0.83247894,2.855212359,
3-heptanone,,1.026946,0.999953934,0.958712325,
silicontetrachloride,,0.907955,0.999988303,0.784375763,
bicyclo[2.1.0]pentane-1-carbonitrile,,0.629884,0.939135598,1.460111292,
"1,2-ethanedithiol",,1.215907,0.935081947,0.593127994,
"2-methoxy-1,3-dioxolane",,0.612368,0.824767871,1.416356645,
dicyclohexylmethane,,1.339979,0.999994643,0.689758975,
diisopropyl oxalate,,0.434617,0.836893508,2.773129315,
diisobutyl hexahydrophthalate,,0.762567,0.839796326,1.908393369,
4-cyanotoluene~|~p-toluonitrile~|~p-cyanotoluene,,1.19813,0.999861973,0.77434147,
"dibutyl succinate~|~butanedioic acid, dibutyl ester",,0.736138,0.868476045,2.277381429,
"2,5-xylenol~|~2,5-dimethylphenol",,1.211447,0.999991441,0.838096812,
1-allyl-4-methoxybenzene,,0.811816,0.855587205,1.190116824,
2-(4-chlorophenyl)ethanol,,1.220957,0.999865706,0.89557299,
2-methylundecane,,0.962751,0.960082417,1.255624007,
"2,5-dimethylfuran",,0.905502,0.999998857,0.957995345,
(z)-octadec-13-en-1-yl acetate,,0.608583,0.777692456,2.341764774,
8-hexylpentadecane,,1.028819,0.833704837,1.347613469,
"3,3-dimethyl-2-pentanone",,0.487788,0.921312402,1.690286866,
n-tert-butylimidazole,,2.399378,0.000317812,0.534172136,
"morpholine~|~tetrahydro-1,4-oxazine",,0.130881,0.829202007,2.910021449,
"2h-pyran-2-one, tetrahydro-6-pentyl-",,0.414762,0.846822611,2.600234121,
di-(2-chloroethoxy)methane~|~bis(2-chloroethoxy)methane,,0.98861,0.967015179,1.201210569,
4-propylheptadecane,,1.85704,0.999394017,0.711686438,
ethyllaurate~|~ethyl dodecanoate~|~dodecanoic acid ethyl ester,,1.037366,0.935511098,1.503593838,
"1,2-butadiene",,1.040235,0.912362397,0.561700691,
"(e)-3,7-dimethyl-2,6-octadien-1-ol~|~trans-3,7-dimethyl-2,6-octadien-1-ol",,0.668362,0.703779316,1.561112243,
"1,3-dimethyl-2-imidazolidinone~|~1,3-dimethylimidazolidin-2-one",,0.291882,0.764016941,1.886433184,
"3,5,5-trimethyl-1-hexanol",,1.409165,0.794389872,0.873142195,
p-toluidine~|~4-methylaniline~|~p-methylaniline,,0.366595,0.785801348,1.869417866,
trichloroacetic acid~|~trichlorethanoic acid,,1.166482,0.872133897,1.035957227,
"2,2-dimethylbutane",,0.862277,0.865822469,0.762370394,
(methoxymethyl)benzene,,0.237815,0.836986718,2.771316054,
1-nonylimidazole,,0.433542,0.349995562,0.892104684,
2-methyl-1-butanol,,2.334857,0.99755676,0.466108526,
hydrazine,,0.572916,0.860163192,1.401960675,
"dibutyl 1,3-propanedioate",,0.479422,0.835803074,2.792265788,
"2,2-dimethyl-1-propanol",,0.715766,0.791174893,1.509949185,
1-heptyl-2-methyl-1h-imidazole,,0.977798,0.316384743,0.69412664,
3-methyl-2-butenoic acid,,0.974304,0.941902447,1.426217678,
3-methyl-2-butanol,,2.423997,0.661901962,0.507953721,
2-phenylbutene-1~|~2-phenyl-1-butene~|~(1-methylenepropyl)-benzene,,1.726924,0.999950355,0.47034482,
"1,1,1,2-tetrafluoro-2-(trifluoromethoxy)ethane",,0.52128,0.912980965,1.768957742,
3-phenylpyridine,,1.245774,0.99978972,0.777931711,
"2,2,4,10,12,12-hexamethyl-7-(3,5,5-trimethylhexyl)-6-tridecene",,2.997252,0.118189558,0.795684353,
"1,3-dimethyl urea~|~n,n'-dimethylurea",,0.769272,0.795892963,1.493176067,
hexylcyclohexane,,1.346304,0.994719979,0.739784781,
"3,7-dimethyl-6-octenal",,0.549145,0.872305543,2.22616574,
"1,3,5-triisopropylbenzene~|~1,3,5-tris(1-methylethyl)benzene",,0.343867,0.82915845,2.91885126,
6-methyl-1-heptene,,0.539085,0.920236371,1.70104529,
1-ethylpiperidine,,1.134472,0.999784425,0.751940503,
2-methyl-1-propyl-1h-imidazole,,0.208686,0.002307909,0.536741575,
"7-butyl-1-hexyl-1,2,3,4-tetrahydronaphthalene",,2.514899,0.993471941,0.408335573,
"(2,2-dimethoxycyclopropyl)- benzene",,1.377987,0.982313851,0.728758317,
3-hexanone,,0.608904,0.811159026,1.284852308,
"cis-1,4-dimethylcyclohexane",,1.185228,0.999892968,0.605630938,
"triethylenetetramine~|~n,n'-bis(2-aminoethyl)-1,2-ethanediamine~|~1,2-ethanediamine, n,n'-bis(2-aminoethyl)-",,2.248821,0.942062564,0.441741319,
acetone~|~propanone,,0.759116,0.863988054,0.989272845,
"1,6-dimethylnaphthalene",,1.277664,0.99997197,0.720154411,
cyclopentene,,0.622814,0.861126577,0.953470482,
2-methylpropyl propanoate,,0.995495,0.693410187,0.872664594,
1-chlorohexane,,0.244555,0.845244378,2.621092347,
"dipropyl 1,3-propanedioate",,1.316103,0.989733857,0.986605502,
2-bromopropane~|~isopropyl bromide,,1.176377,0.999979179,0.571435408,
"4-ethyl-o-xylene~|~4-ethyl-1,2-dimethylbenzene~|~1-ethyl-3,4-dimethylbenzene",,0.73581,0.948713081,1.356124494,
dipropyl adipate~|~dipropyl hexanedioate,,0.559877,0.819706196,2.45231159,
"1,1,7-trihydrododecafluoroheptan-1-ol",,0.0,0.180220955,1.247017851,
"2,3,5-trimethylphenol",,1.191104,0.999927404,0.914729809,
"pentane, 2-hexoxy-2,4,4-trimethyl-",,0.798,0.922943779,1.676030588,
dimethyl sebacate,,0.512711,0.812255405,2.515497203,
methyl benzoate~|~benzoic acid methyl ester,,0.630195,0.820589278,1.294215173,
benzanthracene~|~benz(a)anthracene~|~benz[a]anthracene,,0.309963,0.842654295,2.671052427,
nonyl 4-oxopentanoate,,0.955391,0.92491336,1.650249344,
pyridine,,0.618909,0.811347783,1.002915746,
2-(2-hexoxyethoxy)ethanol~|~2-2-(hexyloxy)ethoxyethanol~|~2-(2-hexyloxyethoxy)ethanol~|~diethylene glycol n-hexyl ether,,1.026706,0.936183333,1.495138918,
"2-(2,2,6-trihydroperfluoroxy)ethanol",,0.368978,0.813824141,3.250485527,
"2,4-dimethylpentane",,0.533482,0.815393185,1.258659387,
dodecane~|~n-dodecane,,0.534073,0.793452475,1.826152449,
"1,1-di(4-methylphenyl)ethane",,1.401167,0.999905059,0.797330358,
"cis-1,2-dimethylcyclohexane",,1.174211,0.999627332,0.627575166,
1-methyl-3-isopropylcyclopentanecarboxylic acid,,0.330037,0.80674906,3.425004117,
"acetal~|~1,1-diethoxyethane",,0.712362,0.872651538,1.393472736,
2-pentanol~|~pentan-2-ol,,2.490857,0.74765366,0.493438355,
"1,1'-oxybis-2-ethoxy-ethane~|~diethylene glycol diethyl ether",,0.616358,0.864465423,2.332690956,
"1,1-dimethylcyclohexane",,0.11646,0.837753597,2.75017173,
1-hexyl-2-methyl-1h-imidazole,,1.644513,0.614638409,0.511548409,
"dibenzo[b,k][1,4,7,10,13,16]hexaoxacyclooctadecane",,0.967698,0.857263365,1.698121286,
"3,4-dimethylpyridine",,0.430008,0.819494501,1.575131872,
1-bromonaphthalene,,0.635802,0.865981004,1.343051676,
"methyl ester cyclopropanecarboxylic acid~|~cyclopropanecarboxylic acid, methyl ester",,0.534804,0.819443305,1.446771189,
"1,3-butanediol",,1.474614,0.999949337,0.933251888,
"2,3,5,6-tetramethylphenol",,0.629369,0.910584285,1.793222103,
2-propenol~|~2-propen-1-ol~|~allyl alcohol,,1.315156,0.99999898,0.931746493,
m-ethylphenol~|~3-ethylphenol,,0.335317,0.73858096,1.947776957,
"1,8-diaminooctane",,1.945048,0.999934953,0.537173778,
"1,3-dioxolane, 2-isopropyl-2-methyl-",,0.69379,0.923662566,1.669607895,
"2,6-dimethylheptane~|~2,6-dimethyl-heptane",,0.704918,0.947140063,1.367545265,
2-butene~|~(z)-2-butene~|~cis-2-butene,,0.863225,0.869469821,0.716432941,
"(2,2-dimethyl-1-methylenepropyl)benzene",,0.565659,0.795943606,1.217857614,
1-iodo-3-methylbenzene,,0.957631,0.999948058,0.984199351,
"1,2-ethanediol dibutanoate",,0.808044,0.835085532,1.73468694,
9-octylheptadecane,,1.830806,0.980102977,0.90869928,
1-chloro-4-ethylbenzene,,0.845115,0.982529677,1.096439414,
"1,1-dimethylpropyl propyl ether",,0.750568,0.400620384,0.775983459,
"p-tert-butylcatechol~|~4-(1,1-dimethylethyl)-1,2-benzenediol",,0.738524,0.883226356,2.089727738,
cyclopropyl cyanide~|~cyclopropanecarbonitrile,,1.036569,0.999717104,0.756484143,
benzyl ethyl ether~|~(ethoxymethyl)-benzene,,1.411015,0.99789763,0.650667286,
"1,2,3,4-tetraethylbenzene",,0.709613,0.916705988,1.734124473,
"dichloroethane~|~1,2-dichloroethane",,0.245223,0.839007401,2.153005955,
1-decylimidazole,,1.922393,0.607346313,0.5285389,
(1-ethoxy-1-methylethyl)benzene,,1.383057,0.885372508,0.571074571,
"1-amino-2,5-dimethylbenzene",,1.031885,0.723186169,0.807500953,
r1216~|~perfluoropropene~|~hexafluoropropene~|~perfluoropropylene~|~hexafluoropropylene,,1.133343,0.999839576,0.74130581,
"ethyl ester cyclobutanecarboxylic acid~|~cyclobutanecarboxylic acid, ethyl ester",,0.884235,0.96584062,1.209943565,
1-methoxy-4-methylbenzene,,0.347443,0.783841071,1.761536488,
cyclohexylbenzene~|~phenylcyclohexane,,0.561667,0.811178006,1.395116698,
methyl hexanoate~|~hexanoic acid methyl ester,,1.371336,0.999224019,0.714883324,
"1,3-diethyl-5-methylbenzene",,0.644135,0.917837753,1.723455241,
2-methylcyclohexanol,,0.181446,0.811425929,3.307961624,
2-tetradecanol,,0.924331,0.61867137,1.248537064,
2-phenoxyethyl ethanoate,,0.749272,0.916070404,1.740047874,
(1-isopropoxyethyl)benzene,,1.585918,0.921563995,0.570377397,
"4,4-dimethyl-2-pentanol",,1.311556,0.941892799,0.889884552,
ethylchloroacetate~|~ethyl chloroethanoate~|~chloroacetic acid ethyl ester,,0.164228,0.822029422,3.065065339,
2-ethyl-1-hexanol,,0.918175,0.503300979,1.058269968,
propylcyclohexane~|~n-propylcyclohexane~|~1-cyclohexylpropane,,0.539423,0.8376982,1.37888364,
"1,5-dimethylnaphthalene",,1.348633,0.999730887,0.67154667,
d-(+)-limonene~|~(r)-1-methyl-4-(1-methylethenyl)cyclohexene,,1.250488,0.998497606,0.709794104,
ethyl isothiocyanate,,1.097722,0.516248582,0.468750427,
2-methyl-1-pentyl-1h-imidazole,,0.171292,0.000589623,0.596122722,
"butadiene~|~1,3-butadiene",,0.328342,0.821314952,1.414251968,
"1,1,2,3,4,4-hexachloro-1,3-butadiene",,1.313424,0.9565021,0.792727594,
"diisopropyl disulfide~|~2,5-dimethyl-3,4-dithiahexane",,1.448572,0.999945967,0.562194801,
9-butyldocosane,,1.419209,0.959080362,1.262430071,
1-pentadecylnaphthalene~|~1-alpha-naphthylpentadecane,,2.668957,0.131372401,0.823722156,
"1,2-dibromopropane",,0.161215,0.850079979,2.547625447,
1-ethylpiperazine,,0.0,0.234854164,0.684830429,
2-methyltricosane,,1.241851,0.877831885,1.490176134,
"isopropyl tert-butyl ether~|~1-methylethyl 1,1-dimethylethyl ether",,1.412844,0.997827969,0.594900111,
"2-chloro-3,3,3-trifluoropropene~|~2-chloro-3,3,3-trifluoro-1-propene",,0.458618,0.92369483,1.669325955,
"1,3-fluoroiodobenzene",,0.992563,0.998622996,0.828882927,
thianthrene,,1.264795,0.999559116,0.75547599,
"2,4-dimethyl-2-pentene",,0.179195,0.836989949,2.763932435,
2-methyl-2-heptene,,0.546887,0.920713969,1.696470354,
"1,3-thiazole",,1.299397,0.999992426,0.539844497,
"ethane-1,2-diyl bis(2-methylpropanoate)",,1.397003,0.999000575,0.920189016,
2-bromotoluene,,1.116536,0.999942953,0.733173491,
"1,5-dioxaspiro[5.5]undecane, 3,3-dimethyl-",,0.836353,0.831357662,1.080158092,
butylamine~|~1-butylamine~|~n-butylamine~|~1-butanamine,,0.147842,0.829972321,2.903905628,
"pivalic acid~|~2,2-dimethylpropanoic acid~|~2,2-dimethyl-propanoic acid",,2.038756,0.999867572,0.57803121,
isopropylcyclohexane~|~(1-methylethyl)cyclohexane,,0.903497,0.941166709,0.941116529,
